Date,Open,High,Low,Close,Volume
2020-12-22,3202.8434,3222.0,3180.08,3206.52,2381781
2020-12-21,3200.01,3226.9666,3166.0,3206.18,3836846
2020-12-18,3243.99,3249.42,3171.6,3201.65,5995713
2020-12-17,3250.0,3263.51,3221.0,3236.08,3474347
2020-12-16,3176.01,3247.0,3163.68,3240.96,4427616
2020-12-15,3181.01,3188.4999,3130.49,3165.12,3323686
2020-12-14,3143.0,3190.47,3126.0,3156.97,4155794
2020-12-11,3096.66,3118.67,3072.82,3116.42,3064695
2020-12-10,3088.99,3142.1,3076.0,3101.49,3030179
2020-12-09,3167.89,3174.43,3088.0,3104.2,4096259
2020-12-08,3158.9,3184.13,3120.02,3177.29,3279049
2020-12-07,3156.48,3180.76,3141.69,3158.0,2745875
2020-12-04,3162.58,3198.21,3158.76,3162.58,2913611
2020-12-03,3205.46,3228.64,3181.31,3186.73,2892039
2020-12-02,3221.65,3232.0,3173.2601,3203.53,3129304
2020-12-01,3188.5,3248.95,3157.18,3220.08,4544382
2020-11-30,3208.48,3228.39,3125.55,3168.04,4063916
2020-11-27,3211.26,3216.19,3190.05,3195.34,2392867
2020-11-25,3141.87,3198.0,3140.26,3185.07,3790403
2020-11-24,3100.5,3134.25,3086.258,3118.06,3602102
2020-11-23,3116.6986,3139.745,3065.46,3098.39,4708887
2020-11-20,3117.02,3132.89,3098.0456,3099.4,3380138
2020-11-19,3105.31,3125.0,3080.92,3117.02,3010270
2020-11-18,3134.0,3140.0,3105.1,3105.46,2916836
2020-11-17,3183.5445,3189.25,3135.26,3135.66,3444735
2020-11-16,3093.2,3142.7,3072.685,3131.06,3808676
2020-11-13,3122.0,3141.7227,3085.39,3128.81,3762587
2020-11-12,3159.95,3175.88,3086.05,3110.28,4371208
2020-11-11,3061.78,3139.145,3050.0,3137.39,4366923
2020-11-10,3095.02,3114.0,3019.4828,3035.02,6590956
2020-11-09,3231.03,3289.0,3112.1057,3143.74,7190406
2020-11-06,3304.64,3322.0,3232.0,3311.37,4647330
2020-11-05,3319.97,3366.8,3288.88,3322.0,5789285
2020-11-04,3159.99,3244.85,3139.73,3241.16,6839041
2020-11-03,3018.53,3074.9,2980.98,3048.41,4897880
2020-11-02,3061.74,3079.705,2950.12,3004.48,7257350
2020-10-30,3157.75,3167.004,3019.0,3036.15,8396081
2020-10-29,3201.27,3257.25,3164.0,3211.01,6596529
2020-10-28,3249.3,3264.02,3162.47,3162.78,5588330
2020-10-27,3224.94,3291.66,3211.3,3286.33,4291047
2020-10-26,3198.74,3282.9799,3153.3,3207.04,5901151
2020-10-23,3191.0,3205.33,3140.0,3204.4,3466687
2020-10-22,3189.87,3198.75,3121.94,3176.4,4212005
2020-10-21,3212.5,3233.875,3160.0,3184.94,4592736
2020-10-20,3222.28,3266.0,3192.01,3217.01,4509678
2020-10-19,3299.61,3329.0,3192.735,3207.21,5223626
2020-10-16,3363.23,3399.6606,3160.0,3272.71,6474353
2020-10-15,3292.01,3355.88,3280.0,3338.65,5223448
2020-10-14,3447.0,3464.88,3340.0,3363.71,5828916
2020-10-13,3467.99,3492.38,3424.217,3443.63,5744697
2020-10-12,3349.94,3496.24,3339.55,3442.93,8364198
2020-10-09,3210.0,3288.99,3197.83,3286.65,4907871
2020-10-08,3224.99,3233.2944,3174.99,3190.55,3174114
2020-10-07,3135.0,3200.0,3132.385,3195.69,4309439
2020-10-06,3165.0,3182.0,3090.0,3099.96,5086857
2020-10-05,3145.84,3202.53,3140.85,3199.2,3775332
2020-10-02,3153.63,3195.7965,3123.0,3125.0,5613098
2020-10-01,3208.0,3224.0,3172.0,3221.26,4971922
2020-09-30,3141.14,3212.88,3133.99,3148.73,4896101
2020-09-29,3175.39,3188.26,3132.54,3144.88,3503398
2020-09-28,3148.85,3175.04,3117.1684,3174.05,4224165
2020-09-25,3054.86,3101.54,2999.0,3095.13,4615202
2020-09-24,2977.79,3069.3,2965.0,3019.79,5529392
2020-09-23,3120.43,3126.999,2992.3759,2999.86,5652665
2020-09-22,3033.835,3133.99,3000.2,3128.99,6948816
2020-09-21,2906.5,2962.0,2871.0,2960.47,6117925
2020-09-18,3031.74,3037.8,2905.54,2954.91,8892580
2020-09-17,3009.25,3029.432,2972.55,3008.73,6449050
2020-09-16,3179.99,3187.238,3074.15,3078.1,4531189
2020-09-15,3136.16,3175.02,3108.92,3156.13,4021535
2020-09-14,3172.9372,3187.39,3096.0,3102.97,4529596
2020-09-11,3208.69,3217.3409,3083.98,3116.22,5093982
2020-09-10,3307.2188,3349.89,3170.55,3175.11,5330741
2020-09-09,3202.99,3303.175,3185.0,3268.61,5188675
2020-09-08,3144.0,3250.845,3130.0,3149.84,6094205
2020-09-04,3318.0,3381.5,3111.13,3294.62,8781754
2020-09-03,3485.0,3488.41,3303.0,3368.0,8161113
2020-09-02,3547.0,3552.25,3486.685,3531.45,3931476
2020-09-01,3489.58,3513.87,3467.0,3499.12,3476407
2020-08-31,3408.99,3495.0,3405.0,3450.96,4185885
2020-08-28,3423.0,3433.3699,3386.5,3401.8,2896978
2020-08-27,3450.05,3453.0,3378.0,3400.0,4264795
2020-08-26,3351.11,3451.7387,3344.5675,3441.85,6508743
2020-08-25,3294.99,3357.4,3267.0,3346.49,3992842
2020-08-24,3310.15,3380.315,3257.5608,3307.46,4666258
2020-08-21,3295.0,3314.3962,3275.39,3284.72,3575862
2020-08-20,3252.0,3312.62,3238.0,3297.37,3332478
2020-08-19,3303.01,3315.9,3256.0001,3260.48,4185137
2020-08-18,3212.0,3320.0,3205.8187,3312.49,5345974
2020-08-17,3173.12,3194.97,3154.1775,3182.41,2691237
2020-08-14,3178.18,3178.2357,3120.0,3148.02,2751723
2020-08-13,3182.99,3217.5211,3155.0,3161.02,3149043
2020-08-12,3108.0,3174.385,3101.42,3162.24,3527229
2020-08-11,3113.2,3159.22,3073.0,3080.67,3718057
2020-08-10,3170.31,3172.51,3101.52,3148.16,3167274
2020-08-07,3224.01,3240.81,3140.6726,3167.46,3936127
2020-08-06,3194.36,3247.47,3165.43,3225.0,3940602
2020-08-05,3143.77,3213.5859,3127.3,3205.03,3930025
2020-08-04,3101.21,3167.24,3101.21,3138.83,4694294
2020-08-03,3180.51,3184.0,3104.0,3111.89,5074663
2020-07-31,3244.0,3246.82,3151.0,3164.68,8083369
2020-07-30,3014.0,3092.0,3005.0,3051.88,6128265
2020-07-29,3030.99,3039.1592,2996.77,3033.53,2974060
2020-07-28,3054.27,3077.0926,2995.76,3000.33,3126651
2020-07-27,3062.0,3098.0,3015.77,3055.21,4170492
2020-07-24,2930.0,3031.58,2888.0,3008.91,5632413
2020-07-23,3098.2713,3098.2713,2970.0,2986.55,5656906
2020-07-22,3125.0,3149.9999,3065.26,3099.91,4104225
2020-07-21,3232.49,3240.5758,3105.72,3138.29,6134965
2020-07-20,3000.2,3201.3599,2994.0172,3196.84,7598176
2020-07-17,3009.0,3024.0,2948.45,2961.97,4761319
2020-07-16,2971.06,3032.0,2918.23,2999.9,6394246
2020-07-15,3080.23,3098.35,2973.1801,3008.87,5788874
2020-07-14,3089.0,3127.38,2950.0,3084.0,7231933
2020-07-13,3251.06,3344.29,3068.3901,3104.0,7720420
2020-07-10,3191.76,3215.0,3135.7,3200.0,5485982
2020-07-09,3115.99,3193.8799,3074.0016,3182.63,6388659
2020-07-08,3022.61,3083.97,3012.4301,3081.11,5037635
2020-07-07,3058.55,3069.55,2990.0,3000.12,5257514
2020-07-06,2934.97,3059.88,2930.0,3057.04,6880642
2020-07-02,2912.01,2955.56,2871.1021,2890.3,6593387
2020-07-01,2757.99,2895.0,2754.0,2878.7,6363439
2020-06-30,2685.065,2769.63,2675.03,2758.82,3769686
2020-06-29,2690.01,2696.8,2630.08,2680.38,4223422
2020-06-26,2775.056,2782.5688,2688.0,2692.87,6500784
2020-06-25,2739.55,2756.23,2712.14,2754.58,2968657
2020-06-24,2780.0,2796.0,2721.0,2734.4,4526605
2020-06-23,2726.02,2783.11,2718.04,2764.41,4231707
2020-06-22,2684.5,2715.0,2669.0,2713.82,3208780
2020-06-19,2678.08,2697.43,2659.0,2675.01,5776963
2020-06-18,2647.01,2659.64,2636.11,2653.98,2487774
2020-06-17,2647.5,2655.0,2631.82,2640.98,2959316
2020-06-16,2620.0,2620.0,2576.0,2615.27,3595649
2020-06-15,2526.6,2584.0,2508.0001,2572.68,3873335
2020-06-12,2601.21,2621.4766,2503.35,2545.02,5436127
2020-06-11,2603.5,2671.38,2536.23,2557.96,5800107
2020-06-10,2645.0,2722.35,2626.26,2647.45,4946031
2020-06-09,2529.44,2626.43,2525.0,2600.86,5175950
2020-06-08,2500.2,2530.0,2487.335,2524.06,3970654
2020-06-05,2444.51,2488.645,2437.13,2483.0,3306445
2020-06-04,2477.43,2507.54,2450.01,2460.6,2948710
2020-06-03,2468.01,2488.0,2461.17,2478.4,2671024
2020-06-02,2467.0,2473.53,2445.31,2472.41,2529903
2020-06-01,2448.0,2476.93,2444.17,2471.04,2938032
2020-05-29,2415.94,2442.37,2398.1973,2442.37,3529329
2020-05-28,2384.33,2436.9699,2378.23,2401.1,3193136
2020-05-27,2404.99,2413.58,2330.0,2410.39,5056945
2020-05-26,2458.0,2462.0,2414.06,2421.86,3568153
2020-05-22,2455.01,2469.85,2430.13,2436.88,2867079
2020-05-21,2500.0,2525.45,2442.54,2446.74,5114403
2020-05-20,2477.87,2500.01,2467.27,2497.94,3998143
2020-05-19,2429.83,2484.995,2428.97,2449.33,4320498
2020-05-18,2404.3456,2433.0,2384.01,2426.26,4366572
2020-05-15,2368.52,2411.0,2356.37,2409.78,4234951
2020-05-14,2361.01,2391.37,2353.21,2388.85,3648128
2020-05-13,2366.8,2407.7,2337.805,2367.92,4782919
2020-05-12,2411.85,2418.9999,2355.0,2356.95,3074916
2020-05-11,2374.7,2419.665,2372.11,2409.0,3259231
2020-05-08,2372.14,2387.2449,2357.0,2379.61,3211228
2020-05-07,2374.78,2376.0,2343.11,2367.61,3396411
2020-05-06,2329.44,2357.45,2320.0,2351.26,3117814
2020-05-05,2340.0,2351.0,2307.1251,2317.8,3242496
